SPSP-S-7,2,[2][args:504-4-98-14],Skill,practice,NA,Request,...,{('r2c3'&'r1c8'&'r1c10')&('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c2'&'r1c4')&('r2c1'&'r1c1'&'r1c3')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c8&r1c10)->r2c3 (v: 0.634),True,False,98/14,None,19:17:06
SPSP-S-7,2,[2][args:504-4-98-14],Skill,practice,INCORRECT,Request,...,[2&1],HINT,False,False,None,18,19:17:06
SPSP-S-7,3,[3][args:280-7-8],Skill,practice,INCORRECT,Request,...,[2&1],HINT,False,False,None,5,19:17:06
SPSP-S-7,4,[4][args:3-21],Skill,practice,INCORRECT,Request,...,[1&0],HINT,False,False,None,9268,19:17:06
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r2c3'&'r1c8'&'r1c10')&('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c2'&'r1c4')&('r2c1'&'r1c1'&'r1c3')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c2&r1c4)->r2c1,False,False,None,('r2c1', '165/3', ('r1c2', 'r1c4')),19:17:07
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r2c2,False,False,None,('r2c2', '/', None),19:17:07
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r2c3'&'r1c8'&'r1c10')&('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c2'&'r1c4')&('r2c1'&'r1c1'&'r1c3')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c8&r1c10)->r2c3,False,False,None,('r2c3', '143/13', ('r1c8', 'r1c10')),19:17:07
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '55', ('r2c1',)),19:17:07
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r3c2,False,False,None,('r3c2', '/', ('r2c2',)),19:17:08
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '11', ('r2c3',)),19:17:08
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r2c3'&'r1c8'&'r1c10')&('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c2'&'r1c4')&('r2c1'&'r1c1'&'r1c3')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '55/11', ('r3c1', 'r3c3')),19:17:08
SPSP-S-7,2,[2][args:165-3-143-13],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 5, ('r4c1',)),19:17:08
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c1'&'r2c1')&('r2c1'&'r1c1')},StrToFloat(?.v):(r1c1)->r2c1,False,False,None,('r2c1', '648', ('r1c1',)),19:17:09
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r2c2,False,False,None,('r2c2', '/', None),19:17:09
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r2c3'&'r1c4'&'r1c6')},Multiplication(StrToFloat(?.v)&StrToFloat(?.v)):(r1c4&r1c6)->r2c3,False,False,None,('r2c3', '12*6', ('r1c4', 'r1c6')),19:17:09
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c1'&'r2c1')&('r2c1'&'r1c1')},StrToFloat(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '648', ('r2c1',)),19:17:09
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r3c2,False,False,None,('r3c2', '/', ('r2c2',)),19:17:10
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '72', ('r2c3',)),19:17:10
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r2c3'&'r1c8'&'r1c10')&('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c2'&'r1c4')&('r2c1'&'r1c1'&'r1c3')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '648/72', ('r3c1', 'r3c3')),19:17:10
SPSP-S-7,3,[3][args:648-12-6],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 9, ('r4c1',)),19:17:11
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c3&r1c1)->r2c1,False,False,None,('r2c1', '6/2', ('r1c1', 'r1c3')),19:17:11
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},+:()->r2c2,False,False,None,('r2c2', '+', None),19:17:11
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r2c3'&'r1c1'&'r1c1')&('r2c3'&'r1c3'&'r1c1')},Powering(StrToFloat(?.v)&StrToFloat(?.v)):(r1c3&r1c1)->r2c3,False,False,None,('r2c3', '6^2', ('r1c1', 'r1c3')),19:17:12
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '3', ('r2c1',)),19:17:12
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},+:()->r3c2,False,False,None,('r3c2', '+', ('r2c2',)),19:17:12
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '36', ('r2c3',)),19:17:12
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')},Addition(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '3+36', ('r3c1', 'r3c3')),19:17:13
SPSP-S-7,4,[4][args:2-6],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 39, ('r4c1',)),19:17:13
SPSP-S-7,2,[2][args:88-11-48-6],Skill,practice,INCORRECT,Request,...,[1&0],HINT,False,False,None,1,19:17:13
SPSP-S-7,3,[3][args:98-2-7],Skill,practice,INCORRECT,Request,...,[6&5],HINT,False,False,None,7,19:17:13
SPSP-S-7,4,[4][args:3-12],Skill,practice,NA,Request,...,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c1&r1c3)->r2c1 (v: 0.611),True,False,3/12,None,19:17:13
SPSP-S-7,4,[4][args:3-12],Skill,practice,INCORRECT,Request,...,[8&8],HINT,False,False,None,1732,19:17:13
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c2&r1c4)->r2c1,False,False,None,('r2c1', '240/5', ('r1c2', 'r1c4')),19:17:13
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r2c2,False,False,None,('r2c2', '/', None),19:17:14
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c8&r1c10)->r2c3,False,False,None,('r2c3', '72/24', ('r1c8', 'r1c10')),19:17:14
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '48', ('r2c1',)),19:17:14
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r3c2,False,False,None,('r3c2', '/', ('r2c2',)),19:17:15
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '3', ('r2c3',)),19:17:15
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '48/3', ('r3c1', 'r3c3')),19:17:15
SPSP-S-7,2,[2][args:240-5-72-24],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 16, ('r4c1',)),19:17:15
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c1'&'r2c1')&('r2c1'&'r1c1')},StrToFloat(?.v):(r1c1)->r2c1,False,False,None,('r2c1', '99', ('r1c1',)),19:17:16
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r2c2,False,False,None,('r2c2', '/', None),19:17:16
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r2c3'&'r1c4'&'r1c6')},Multiplication(StrToFloat(?.v)&StrToFloat(?.v)):(r1c4&r1c6)->r2c3,False,False,None,('r2c3', '11*3', ('r1c4', 'r1c6')),19:17:16
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c1'&'r2c1')&('r2c1'&'r1c1')},StrToFloat(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '99', ('r2c1',)),19:17:17
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},/:()->r3c2,False,False,None,('r3c2', '/', ('r2c2',)),19:17:17
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '33', ('r2c3',)),19:17:17
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '99/33', ('r3c1', 'r3c3')),19:17:17
SPSP-S-7,3,[3][args:99-11-3],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 3, ('r4c1',)),19:17:18
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')&('r2c1'&'r1c1'&'r1c3')&('r2c1'&'r1c3'&'r1c1')&('r2c3'&'r1c8'&'r1c10')&('r2c1'&'r1c2'&'r1c4')},Division(StrToFloat(?.v)&StrToFloat(?.v)):(r1c3&r1c1)->r2c1,False,False,None,('r2c1', '10/5', ('r1c1', 'r1c3')),19:17:18
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},+:()->r2c2,False,False,None,('r2c2', '+', None),19:17:19
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r2c3'&'r1c1'&'r1c1')&('r2c3'&'r1c3'&'r1c1')},Powering(StrToFloat(?.v)&StrToFloat(?.v)):(r1c3&r1c1)->r2c3,False,False,None,('r2c3', '10^5', ('r1c1', 'r1c3')),19:17:19
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c1)->r3c1,False,False,None,('r3c1', '2', ('r2c1',)),19:17:19
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r3c2'&)&('r2c2'&)},+:()->r3c2,False,False,None,('r3c2', '+', ('r2c2',)),19:17:19
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r2c3)->r3c3,False,False,None,('r3c3', '100000', ('r2c3',)),19:17:20
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r4c1'&'r3c1'&'r3c3')},Addition(StrToFloat(?.v)&StrToFloat(?.v)):(r3c1&r3c3)->r4c1,False,False,None,('r4c1', '2+100000', ('r3c1', 'r3c3')),19:17:20
SPSP-S-7,4,[4][args:5-10],Skill,study,NA,Train,None,{('r3c3'&'r2c3')&('r3c1'&'r2c1')&('answer'&'r4c1')},Solve(?.v):(r4c1)->answer,True,False,None,('answer', 100002, ('r4c1',)),19:17:20
SPSP-S-7,2,[2][args:252-6-84-12],Skill,practice,INCORRECT,Request,...,[12&12],HINT,False,True,None,6,19:17:20
SPSP-S-7,3,[3][args:1170-9-10],Skill,practice,NA,Request,...,{('r3c1'&'r2c1')&('r2c1'&'r1c1')},StrToFloat(?.v):(r1c1)->r2c1 (v: 0.668),True,False,1170,None,19:17:20
SPSP-S-7,3,[3][args:1170-9-10],Skill,practice,NA,Request,...,{('r3c2'&)&('r2c2'&)},/:()->r2c2 (v: 0.689),True,False,/,None,19:17:20
SPSP-S-7,3,[3][args:1170-9-10],Skill,practice,NA,Request,...,{('r2c3'&'r1c4'&'r1c6')},Multiplication(StrToFloat(?.v)&StrToFloat(?.v)):(r1c4&r1c6)->r2c3 (v: 0.668),True,False,9*10,None,19:17:20
